的,de,4.09432531783
一,yi,5.67089309742
是,shi,7.02253944928
不,bu,8.17906065392
了,le,9.27905228304
在,zai,10.3173671567
人,ren,11.2827212715
有,you,12.2036344486
我,wo,13.0770261318
他,ta,13.9016916951
这,zhe,14.7037639291
个,ge,15.3236890409
们,men,15.9282516811
中,zhong,16.4990620505
来,lai,17.056915583
上,shang,17.6096560434
大,da,18.1543806496
为,wei,18.6913390088
和,he,19.2135322999
国,guo,19.7227465323
地,de,20.2236916858
到,dao,20.7224074283
以,yi,21.1930059251
说,shui,21.6451810318
时,shi,22.0759379787
要,yao,22.4950564076
就,jiu,22.8935535592
出,chu,23.2838586328
会,hui,23.6636378269
可,ke,24.037329292
也,ye,24.404380585
你,ni,24.7688200459
对,dui,25.1324466038
生,sheng,25.4849100859
能,neng,25.8287572096
而,er,26.1642742736
子,zi,26.4953475023
那,na,26.8253344486
得,de,27.1512646316
于,yu,27.4771100619
着,zhao,27.8007860281
下,xia,28.121805202
自,zi,28.4379159507
之,zhi,28.752639648
年,nian,29.0636859024
过,guo,29.3685503729
发,fa,29.6646186437
后,hou,29.9595809943
作,zuo,30.2400873144
里,li,30.5180117759
用,yong,30.7947398798
道,dao,31.0710623073
行,hang,31.3459134476
所,suo,31.6162065431
然,ran,31.8802971833
家,jia,32.1437490771
种,zhong,32.4038697739
事,shi,32.6618344431
成,cheng,32.9197138428
方,fang,33.1743664362
多,duo,33.4232961509
经,jing,33.672044474
么,ma,33.9190517481
去,qu,34.1651810041
法,fa,34.4064245736
学,xue,34.646347757
如,ru,34.8784028867
都,dou,35.1055650948
同,tong,35.3317159543
现,xian,35.5559800314
当,dang,35.7778224533
没,mei,35.9990819415
动,dong,36.2196659916
面,mian,36.4393926952
起,qi,36.6589917528
看,kan,36.8784269896
定,ding,37.0967883468
天,tian,37.3137781563
分,fen,37.5305085396
还,hai,37.7454162218
进,jin,37.9584174836
好,hao,38.1712637099
小,xiao,38.383655682
部,bu,38.5919541991
其,qi,38.8002330784
些,xie,39.0072199948
主,zhu,39.2137753956
样,yang,39.4195328802
理,li,39.6252583241
心,xin,39.8279559239
她,ta,40.0287848286
本,ben,40.2293584415
前,qian,40.4264763122
开,kai,40.6213105094
但,dan,40.8148253542
因,yin,41.0068689116
只,qi,41.1981099018
从,cong,41.3892986966
想,xiang,41.5798988732
实,shi,41.7703310946
日,ri,41.9583184056
军,Jūn,42.1456664533
者,zhe,42.3322124505
意,yi,42.5183749931
无,wu,42.7040378045
力,li,42.8896339507
它,ta,43.0685310111
与,yu,43.2470968122
长,chang,43.4239138125
把,ba,43.5999980114
机,ji,43.7756134862
十,shi,43.9507798748
民,min,44.1243142558
第,di,44.292672517
公,gong,44.4573336973
此,ci,44.6219473334
已,yi,44.7863589065
工,gong,44.9504547239
使,shi,45.1138999088
情,qing,45.2756019774
明,ming,45.4357397375
性,xing,45.5958625107
知,zhi,45.7541972074
全,quan,45.9119448362
三,san,46.0691880827
又,you,46.2257393539
关,guan,46.3820529039
点,dian,46.5375018724
正,zheng,46.6908888683
业,ye,46.8439446048
外,wai,46.9967295459
将,jiang,47.1494839968
两,liang,47.3017288974
高,gao,47.4534270394
间,jian,47.604445609
由,you,47.7554497085
问,wen,47.9044063054
很,hen,48.0513035135
最,zui,48.1979097716
重,chong,48.3440788294
并,bing,48.4896137919
物,wu,48.6349058654
手,shou,48.7798341221
应,ying,48.9247324053
战,zhan,49.068799698
向,xiang,49.2119419453
头,tou,49.3540118635
文,wen,49.4957257167
体,ti,49.6372173523
政,zheng,49.7766862908
美,mei,49.9159350789
相,xiang,50.0550148783
见,jian,50.1940714223
被,bei,50.333037529
利,li,50.4719560914
什,shen,50.6103868086
二,er,50.7486299328
等,deng,50.8862477471
产,chan,51.0232805605
或,huo,51.1580508886
新,xin,51.2892734868
己,ji,51.4189317764
制,zhi,51.5485177161
身,shen,51.6775718838
果,guo,51.8051304754
加,jia,51.9310441399
西,xi,52.0569428176
斯,si,52.1814363565
月,yue,52.3057572892
话,hua,52.4298203462
合,ge,52.5534751428
回,hui,52.6771123688
特,te,52.8006710434
代,dai,52.9204277298
内,nei,53.0399761518
信,xin,53.1589648955
表,biao,53.2761552269
化,hua,53.3922918334
老,lao,53.5075607577
给,gei,53.6201243118
世,shi,53.7312279479
位,wei,53.8423279665
次,ci,53.9533628702
度,du,54.0641492003
门,men,54.1741050566
任,ren,54.2839141459
常,chang,54.3936322811
先,xian,54.5024817004
海,hai,54.6106458627
通,tong,54.7186777279
教,jiao,54.8266212229
儿,er,54.9340231271
原,yuan,55.0412968686
东,dong,55.1478776012
声,sheng,55.2543782321
提,di,55.3604013535
立,li,55.4663345544
及,ji,55.5710719144
比,bi,55.6747622677
员,yuan,55.778231437
解,jie,55.8816349746
水,shui,55.9844405918
名,ming,56.0870126221
真,zhen,56.1895510614
论,lun,56.2914430025
处,chu,56.3918217967
走,zou,56.4918812177
义,yi,56.5918827587
各,ge,56.6918470913
入,ru,56.7912936051
几,ji,56.8906998097
口,kou,56.9898894813
认,ren,57.0890429779
条,tiao,57.1878936385
平,ping,57.2867375808
系,xi,57.3853241642
气,qi,57.4838683711
题,ti,57.5820167207
活,huo,57.6801418149
尔,er,57.7782198817
更,geng,57.8750540467
别,bie,57.9715037235
打,da,58.0677012092
女,nu:,58.1634036147
变,bian,58.2590713956
四,si,58.3546115306
神,shen,58.4499862943
总,zong,58.5453176481
何,he,58.6405792359
电,dian,58.7355819144
数,shu,58.830314831
安,an,58.9249950355
少,shao,59.0195760173
报,bao,59.1138433105
才,cai,59.2077560891
结,jie,59.3016425116
反,fan,59.3953795833
受,shou,59.4888804841
目,mu,59.5823291897
太,tai,59.6756037386
量,liang,59.7686291971
再,zai,59.8614474248
感,gan,59.9536331075
建,jian,60.0457702124
务,wu,60.1367683228
做,zuo,60.2275054568
接,jie,60.3181872947
必,bi,60.4086055722
场,chang,60.4983360087
件,jian,60.5876855746
计,ji,60.6765462617
管,guan,60.7647852563
期,qi,60.8525384729
市,shi,60.9401449225
直,zhi,61.0277084789
德,de,61.1150022735
资,zi,61.2022821149
命,ming,61.2892870266
山,shan,61.3761803127
金,jin,61.4629547382
指,zhi,61.5491880897
克,ke,61.6349971606
许,xu,61.7208010637
统,tong,61.8064943747
区,ou,61.8916476453
保,bao,61.9766195243
至,zhi,62.0611562702
队,dui,62.1453602064
形,xing,62.2291047207
社,she,62.3115459029
便,bian,62.3939622794
空,kong,62.4758928778
决,jue,62.5575237409
治,zhi,62.6386093957
展,zhan,62.7196201166
马,ma,62.8001207706
科,ke,62.8806100553
司,si,62.960830095
五,wu,63.0405783099
基,ji,63.1198851902
眼,yan,63.1984773567
书,shu,63.2766964043
非,fei,63.3541702478
则,ze,63.4311929378
听,ting,63.5081877215
白,bai,63.585048141
却,que,63.661883238
界,jie,63.7385937898
达,da,63.8150299287
光,guang,63.8913275692
放,fang,63.9676050551
强,qiang,64.0433993469
即,ji,64.1190871809
像,xiang,64.1941714099
难,nan,64.26889699
且,qie,64.3436225702
权,quan,64.4183011228
思,si,64.4929781251
王,wang,64.5673683117
象,xiang,64.6415026896
完,wan,64.7154649781
设,she,64.7892319218
式,shi,64.8627663122
色,se,64.9362691787
路,lu,65.0095555122
记,ji,65.0816475552
南,nan,65.1535209982
品,pin,65.2251102093
住,zhu,65.2966865008
告,gao,65.3681501332
类,lei,65.4396111816
求,qiu,65.5110391558
据,ju,65.5823503365
程,cheng,65.6531302621
北,bei,65.7238983017
边,bian,65.7943242295
死,si,65.8647072641
张,zhang,65.9350350027
该,gai,66.0053451707
交,jiao,66.0754868666
规,gui,66.1450089372
万,wan,66.214371838
取,qu,66.2836737581
拉,la,66.3529493222
格,ge,66.4221912953
望,wang,66.490998652
觉,jiao,66.559235478
术,shu,66.6272619724
领,ling,66.6949572076
共,gong,66.7615315357
确,que,66.8278955324
传,chuan,66.8941401517
师,shi,66.9603330924
观,guan,67.0263761655
清,qing,67.0923778957
今,jin,67.1578152966
切,qie,67.2231322866
院,yuan,67.2883066438
让,rang,67.3532458639
识,shi,67.4179576984
候,hou,67.4824860743
带,dai,67.546887321
导,dao,67.6112079492
争,zheng,67.6755063556
运,yun,67.7395375842
笑,xiao,67.8030515108
飞,fei,67.8662491649
风,feng,67.9291951447
步,bu,67.9918641276
改,gai,68.0544070149
收,shou,68.1168847874
根,gen,68.1793010624
干,gan,68.2416067453
造,zao,68.3038772869
言,yan,68.3660506729
联,lian,68.4282204414
持,chi,68.4902294897
组,zu,68.552106241
每,mei,68.6139106424
济,ji,68.6754912758
车,che,68.7368977527
亲,qin,68.7981114687
极,ji,68.8589556833
林,lin,68.919768374
服,fu,68.9802120801
快,kuai,69.0406361484
办,ban,69.1010503978
议,yi,69.1614160694
往,wang,69.2216416922
元,yuan,69.281840959
英,ying,69.3418877741
士,shi,69.4016818814
证,zheng,69.4614274108
近,jin,69.5210856035
失,shi,69.5806947016
转,zhuan,69.6401699524
夫,fu,69.6994886173
令,ling,69.7586966902
准,zhun,69.817546631
布,bu,69.8762802951
始,shi,69.9346702971
怎,zen,69.992702167
呢,ne,70.0506777074
存,cun,70.1080253538
未,wei,70.1651254601
远,yuan,70.2222069621
叫,jiao,70.2791210258
台,tai,70.3356376817
单,chan,70.3921527872
影,ying,70.4484110506
具,ju,70.5046429579
罗,luo,70.5606500636
字,zi,70.6165755173
爱,ai,70.672474615
击,ji,70.7280357352
流,liu,70.7835369083
备,bei,70.8388918312
兵,bing,70.8941785385
连,lian,70.9493784258
调,diao,71.0043535117
深,shen,71.0590934603
商,shang,71.1135657142
算,suan,71.1679795714
质,zhi,71.222014625
团,tuan,71.2758383136
集,ji,71.3295937865
百,bai,71.3833073998
需,xu,71.436966234
价,jia,71.4905227446
花,hua,71.5439412736
党,dang,71.597255412
华,hua,71.650565933
城,cheng,71.7037084987
石,dan,71.7564975834
级,ji,71.8092189693
整,zheng,71.8613677572
府,fu,71.913444712
离,li,71.9655077136
况,kuang,72.017537641
亚,ya,72.0693458675
请,qing,72.1211411744
技,ji,72.172711163
际,ji,72.2240858068
约,yao,72.2753240194
示,shi,72.3264666267
复,fu,72.3775363672
病,bing,72.4285389257
息,xi,72.4794148719
究,jiu,72.5302546431
线,xian,72.5810344672
似,si,72.6317088672
官,guan,72.6823005815
火,huo,72.7328214962
断,duan,72.7830710988
精,jing,72.8332690229
满,man,72.8833734088
支,zhi,72.9334054448
视,shi,72.9831852897
消,xiao,73.0329325771
越,yue,73.0823666928
器,qi,73.1316907332
容,rong,73.1809956525
照,zhao,73.230100576
须,xu,73.2791450356
九,jiu,73.3280225737
增,zeng,73.3765326775
研,yan,73.4249869685
写,xie,73.4734149035
称,chen,73.5218056299
企,qi,73.5701007511
八,ba,73.6180067331
功,gong,73.6655778383
吗,ma,73.7129355112
包,bao,73.7600869869
片,pian,73.8068865319
史,shi,73.8536395663
委,wei,73.9002861429
乎,hu,73.9468624367
查,cha,73.9933932535
轻,qing,74.0398274314
易,yi,74.0861985615
早,zao,74.1325143956
曾,ceng,74.1786777782
除,chu,74.2248122207
农,nong,74.270502228
找,zhao,74.3161069658
装,zhuang,74.3616579579
广,guang,74.4070833713
显,xian,74.4524700257
吧,ba,74.4977073293
阿,a,74.5427498048
李,li,74.58749978
标,biao,74.6321107399
谈,tan,74.6766002554
吃,chi,74.7210313741
图,tu,74.765452674
念,nian,74.8098719066
六,liu,74.8542275747
引,yin,74.8985367322
历,li,74.942715143
首,shou,74.9866604837
医,yi,75.0303908418
局,ju,75.074104146
突,tu,75.1177590535
专,zhuan,75.1613555642
费,fei,75.2049510414
号,hao,75.2485341157
尽,jin,75.292083599
另,ling,75.3353395483
周,zhou,75.3784218579
较,jiao,75.421247842
注,zhu,75.4640733093
语,yu,75.5068657024
仅,jin,75.5496188198
考,kao,75.592350749
落,la,75.6350583893
青,qing,75.6777546604
随,sui,75.7204405957
选,xuan,75.7630743357
列,lie,75.805666733
武,wu,75.8479723145
红,hong,75.8902722113
响,xiang,75.9324945904
虽,sui,75.9744043144
推,tui,76.0162292857
势,shi,76.05793643
参,can,76.0996218694
希,xi,76.1412024013
古,gu,76.1827798325
众,zhong,76.2243241895
构,gou,76.26585511
房,fang,76.3073632921
半,ban,76.3488006745
节,jie,76.3901817274
土,tu,76.4314258322
投,tou,76.4726177417
某,mou,76.5136928578
案,an,76.5547230136
黑,hei,76.5954952935
维,wei,76.6362577546
革,ge,76.6769209929
划,hua,76.7175651102
敌,di,76.7581947575
致,zhi,76.7986269929
陈,chen,76.8388917898
律,lu:,76.8791069754
足,zu,76.9190983931
态,tai,76.9590040244
护,hu,76.9987928623
七,qi,77.0384643899
兴,xing,77.0781328169
派,pai,77.1177960759
孩,hai,77.157392153
验,yan,77.1969479207
责,ze,77.236418419
营,ying,77.2758863333
星,xing,77.3153273748
够,gou,77.3546965831
章,zhang,77.3940228983
音,yin,77.4333207903
跟,gen,77.4725747555
志,zhi,77.5118008144
底,de,77.5509359191
站,zhan,77.5899025518
严,yan,77.6288051032
巴,ba,77.6675210951
例,li,77.7060624136
防,fang,77.744541718
族,zu,77.7828737386
供,gong,77.8212026584
效,xiao,77.8594494095
续,xu,77.8976537841
施,shi,77.935824051
留,liu,77.9736976831
讲,jiang,78.0115366907
型,xing,78.0493736311
料,liao,78.0869842196
终,zhong,78.1244681958
答,da,78.161894292
紧,jin,78.1992578573
黄,huang,78.2365692272
绝,jue,78.273815999
奇,ji,78.3109826691
察,cha,78.3481364196
母,mu,78.3850669189
京,jing,78.4218852758
段,duan,78.4586659074
依,yi,78.495167475
批,pi,78.5316421698
群,qun,78.5680543336
项,xiang,78.6044633967
故,gu,78.6406729808
按,an,78.6768396716
河,he,78.7128528773
米,mi,78.7488562641
围,wei,78.7848456976
江,jiang,78.8208149766
织,zhi,78.8567222413
害,hai,78.8926191703
斗,dou,78.9285129986
双,shuang,78.9643985584
境,jing,79.0002427753
客,ke,79.0359567624
纪,ji,79.071638192
采,cai,79.1072684599
举,ju,79.1428873585
杀,sha,79.178429773
攻,gong,79.2139572006
父,fu,79.249396258
苏,su,79.2847893215
密,mi,79.3201761836
低,di,79.3555366897
朝,chao,79.3908744572
友,you,79.4261171362
诉,su,79.4613344928
止,zhi,79.4965182583
细,xi,79.5316157208
愿,yuan,79.5667131832
千,qian,79.6017734371
值,zhi,79.6367763278
仍,reng,79.6716541566
男,nan,79.7064880586
钱,qian,79.7412697653
破,po,79.7760328677
网,wang,79.8107184524
热,re,79.8453694124
助,zhu,79.879925284
倒,dao,79.9143607447
育,yu,79.9487533122
属,shu,79.9830544087
坐,zuo,80.0173136457
帝,di,80.051439552
限,xian,80.085556673
船,chuan,80.1196040281
脸,lian,80.1535707646
职,zhi,80.1873023639
速,su,80.2209419755
刻,ke,80.254540761
乐,le,80.2881137073
否,fou,80.321586914
刚,gang,80.354982603
威,wei,80.3883457345
毛,mao,80.421689745
状,zhuang,80.4550198022
率,lu:,80.4883281545
甚,shen,80.521628755
独,du,80.5548068774
球,qiu,80.5878361658
般,ban,80.6207755335
普,pu,80.6536275645
怕,pa,80.6864537562
弹,dan,80.7192267191
校,jiao,80.7518875396
苦,ku,80.7845452594
创,chuang,80.8171833414
假,jia,80.8495811183
久,jiu,80.8819256663
错,cuo,80.9141735755
承,cheng,80.9463615376
印,yin,80.9784947205
晚,wan,81.0106087823
兰,lan,81.0426241382
试,shi,81.0746193394
股,gu,81.1065881846
拿,na,81.1385244724
脑,nao,81.1703827256
预,yu,81.2021825821
谁,shei,81.2339793378
益,yi,81.2654494854
阳,yang,81.2969046462
若,ruo,81.3282921081
哪,na,81.3596651001
微,wei,81.3909223322
尼,ni,81.4221743964
继,ji,81.4534026885
送,song,81.4845038515
急,ji,81.5155838263
血,xie,81.5465619944
惊,jing,81.5774264698
伤,shang,81.6082434009
素,su,81.6387854024
药,yao,81.669322236
适,shi,81.6997748336
波,bo,81.7301922899
夜,ye,81.7605994104
省,sheng,81.7909047243
初,chu,81.8211816149
喜,xi,81.8513871893
卫,wei,81.8815715754
源,yuan,81.9116200471
食,shi,81.9416504313
险,xian,81.971648258
待,dai,82.001496217
述,shu,82.0313374578
陆,liu,82.0610164281
习,xi,82.0906432031
置,zhi,82.120231736
居,ju,82.1493303565
劳,lao,82.1783318215
财,cai,82.2072909101
环,huan,82.2362158909
排,pai,82.2651238177
福,fu,82.29399712
纳,na,82.3227288231
欢,huan,82.3513039404
雷,lei,82.3798439162
警,jing,82.408364771
获,huo,82.4368210277
模,mo,82.4651878805
充,chong,82.4935139073
负,fu,82.5217386442
云,yun,82.5499086019
停,ting,82.5780491028
木,mu,82.6061792681
